chr1	3485871	3485890	1	-0.130208	2	0.082984	1	0.86979	1
chr1	5432042	5432052	1	-0.154167	2	0.1049	0.15621	0.78333	0.9375
chr1	7497970	7497976	1	0.145833	2	0.27863	0.92483	0.88125	0.73542
chr1	10012040	10012052	1	0.139583	2	0.082984	1	1	0.86042
chr1	13052681	13052695	1	-0.242560	2	0.082984	0.14792	0.55833	0.80089
chr1	19951676	19951696	1	0.187500	2	0.2345	0.49495	0.80208	0.61458
chr1	23472294	23472470	1	-0.102083	2	0.27863	0.46785	0.87708	0.97917
chr1	23723981	23724001	1	-0.101389	2	0.19487	1	0.89861	1
chr1	24612502	24612633	1	-0.188121	2	0.32821	0.47764	0.0076011	0.19572
chr1	24612633	24612737	1	-0.127981	2	0.13038	0.16403	0.0077035	0.13568
chr1	26686952	26686954	1	0.109198	2	0.27863	0.47485	0.6836	0.5744
chr1	33862862	33862886	1	-0.172024	2	0.028127	1	0.82798	1
chr1	33878883	33878920	1	0.104167	2	0.19487	1	1	0.89583
chr1	34003047	34003065	1	0.200947	2	0.014763	0.0076945	0.95	0.74905
chr1	34107097	34107108	1	0.178241	3	0.051865	0.12022	0.99074	0.8125
chr1	34133151	34133157	1	0.114881	2	0.13038	0.15969	0.975	0.86012
chr1	34602734	34602912	1	0.296230	2	0.049883	0.056875	0.71528	0.41905
chr1	36484511	36484521	1	-0.106250	2	0.082984	1	0.89375	1
chr1	36617432	36617436	1	-0.210417	2	0.082984	0.15321	0.58125	0.79167
chr1	37696409	37696434	1	-0.317163	3	0.0055596	0.020536	0.40278	0.71994
chr1	38919224	38919242	1	0.139583	2	0.082984	1	1	0.86042
chr1	39216183	39216194	1	-0.125000	2	0.19487	1	0.875	1
chr1	39667925	39667940	1	-0.108631	2	0.082984	1	0.89137	1
chr1	40765684	40765687	1	-0.118750	2	0.082984	0.152	0.85	0.96875
chr1	40991385	40991413	1	0.120784	2	0.16053	0.16154	0.94271	0.82192
chr1	43778692	43778728	1	0.115692	2	0.27863	0.46484	0.84219	0.7265
chr1	43778788	43778828	1	-0.131303	3	0.088734	0.2126	0.788	0.9193
chr1	43778849	43778876	1	0.135417	2	0.32821	0.52699	0.82292	0.6875
chr1	43898157	43898165	1	0.150000	2	0.028127	1	1	0.85
chr1	51903110	51903122	1	-0.135417	2	0.082984	1	0.86458	1
chr1	52951968	52951984	1	-0.134970	2	0.2345	0.47606	0.42455	0.55952
chr1	52951984	52952041	1	-0.298512	2	0.0010878	0.00067673	0.36815	0.66667
chr1	52952041	52952052	1	-0.209524	2	0.049883	0.14974	0.51667	0.72619
chr1	55381212	55381325	1	-0.109375	2	0.4418	0.93545	0.5	0.60938
chr1	55863078	55863103	1	0.108333	2	0.19487	0.49775	0.96875	0.86042
chr1	57137863	57137882	1	-0.107143	2	0.19487	0.14673	0.85417	0.96131
chr1	57996876	57996895	1	0.114385	2	0.064957	0.15318	0.13938	0.025
chr1	58073394	58073397	1	-0.177083	2	0.27863	0.28463	0.73958	0.91667
chr1	58171842	58171848	1	-0.179167	2	0.16053	0.46048	0.70625	0.88542
chr1	59280872	59280920	1	-0.129167	2	0.082984	1	0.87083	1
chr1	63272929	63272946	1	0.144048	2	0.19487	1	0.14405	0
chr1	63664915	63665160	1	-0.158333	2	0.4418	0.48668	0.58929	0.74762
