chr1	8154168	8154261	1	0.125446	2	0.13038	0.16033	0.91146	0.78601
chr1	14193204	14193236	1	0.216667	2	0.082984	0.18082	0.86458	0.64792
chr1	20746725	20746763	1	-0.116667	2	0.4418	0.91797	0.82262	0.93929
chr1	34225798	34225912	1	-0.421627	3	1.4052e-05	0.00018221	0.53671	0.95833
chr1	34602911	34602955	1	-0.103755	2	0.037918	0.034351	0.81986	0.92361
chr1	34716547	34716568	1	-0.193403	2	0.1049	0.16608	0.086806	0.28021
chr1	36687355	36687370	1	0.114583	2	0.19487	1	1	0.88542
chr1	38081535	38081545	1	-0.273958	2	0.028127	0.15983	0.45833	0.73229
chr1	51288811	51288855	1	-0.200967	4	0.0025688	0.0061141	0.056845	0.25781
chr1	62794813	62794826	1	0.180655	2	0.064957	0.15486	0.70774	0.52708
chr1	67349989	67350026	1	0.119792	2	0.2345	0.51962	0.9375	0.81771
chr1	67909840	67909911	1	-0.156259	2	0.0001554	0.00086722	0.73699	0.89325
chr1	68543348	68543420	1	0.104018	2	0.4418	0.47726	0.96652	0.8625
chr1	71084314	71084361	1	0.109524	2	0.082984	1	1	0.89048
chr1	71206134	71206144	1	-0.125000	2	0.19487	1	0.875	1
chr1	72188360	72188364	1	0.152083	2	0.2345	0.50302	0.85625	0.70417
chr1	84989150	84989164	1	0.111080	2	0.13038	0.1772	0.89658	0.7855
chr1	84990814	84991046	1	-0.116623	2	0.037918	0.16483	0.75764	0.87426
chr1	84993468	84993760	1	0.198449	2	0.4418	0.54847	0.81048	0.61203
chr1	85004244	85004246	1	-0.168216	2	0.028127	0.045809	0.67423	0.84245
chr1	85004405	85004447	1	0.129864	2	0.020668	0.019356	0.78145	0.65159
chr1	85012976	85012981	1	-0.113765	2	0.1049	0.17015	0.82184	0.93561
chr1	85030404	85030604	1	0.195520	2	0.1049	0.043604	0.55846	0.36293
chr1	85040075	85040081	1	0.100600	2	0.87848	0.45715	0.86036	0.75976
chr1	85040580	85040647	1	0.103404	2	0.1049	0.037825	0.84864	0.74523
chr1	85045372	85045394	1	0.165269	2	0.1049	0.15099	0.87658	0.71131
chr1	85072244	85072284	1	-0.106498	2	0.57374	0.5488	0.74306	0.84955
chr1	85068980	85069199	1	0.110890	3	0.21892	0.46051	0.62355	0.51266
chr1	85078665	85078756	1	0.139310	2	0.082984	0.050423	0.84941	0.7101
chr1	85081331	85081400	1	0.192230	2	0.020668	0.0071335	0.76569	0.57346
chr1	85082475	85082596	1	0.126201	2	0.32821	0.20904	0.60848	0.48228
chr1	85086043	85086045	1	0.151552	2	0.049883	0.037403	0.83819	0.68664
chr1	85098838	85098840	1	0.152351	2	0.014763	0.042761	0.71265	0.5603
chr1	85101960	85102015	1	-0.181227	2	0.0029526	0.0069662	0.73059	0.91182
chr1	85104601	85104683	1	0.103951	2	0.19487	0.48754	0.8056	0.70165
chr1	85102757	85102760	1	0.204907	2	0.037918	0.16059	0.63729	0.43238
chr1	85105534	85105646	1	0.112513	2	0.0029526	0.0057163	0.84574	0.73323
chr1	85105646	85105677	1	0.187610	2	0.16053	0.47138	0.91452	0.72691
chr1	85106153	85106165	1	-0.115799	4	0.16317	0.28883	0.51758	0.63338
chr1	85111697	85111710	1	-0.220513	4	0.0022672	0.019063	0.43364	0.65415
chr1	85113108	85113110	1	0.121155	2	0.049883	0.043387	0.8687	0.74754
chr1	85109633	85109704	1	-0.121632	2	0.2345	0.19477	0.35187	0.4735
chr1	85109893	85109907	1	0.102031	4	0.2278	0.39812	0.7976	0.69557
chr1	85115225	85115242	1	0.119765	2	0.049883	0.173	0.94048	0.82071
chr1	85168497	85168510	1	0.106550	2	0.2345	0.53332	0.78034	0.67379
chr1	85167302	85167513	1	0.110021	5	0.051462	0.2525	0.86676	0.75674
chr1	85185581	85185583	1	0.172886	2	0.006993	0.034398	0.80583	0.63295
chr1	85196934	85197020	1	0.111710	2	0.32821	0.50311	0.55884	0.44713
chr1	85235590	85235767	1	0.126309	2	0.13038	0.041843	0.67484	0.54853
chr1	85243865	85243873	1	-0.120755	2	0.13038	0.16144	0.73202	0.85278
chr1	85246931	85246949	1	0.103652	2	0.1049	0.19239	0.8552	0.75155
chr1	85249625	85249627	1	0.108124	2	0.082984	0.16309	0.50355	0.39543
chr1	85251079	85251194	1	-0.113081	2	0.037918	0.03846	0.70371	0.81679
chr1	85251954	85251956	1	0.129554	2	0.082984	0.15625	0.73286	0.60331
chr1	85265351	85265467	1	0.138632	2	0.16053	0.55714	0.76312	0.62449
chr1	85266269	85266271	1	0.111905	2	0.2345	0.54784	0.51272	0.40082
chr1	85258811	85259066	1	0.119402	3	0.059657	0.19284	0.49416	0.37476
chr1	85265801	85265833	1	0.107738	2	0.16053	0.4875	0.94375	0.83601
chr1	85272259	85272370	1	-0.131860	2	0.19487	0.46027	0.76544	0.8973
chr1	85269146	85269203	1	0.123762	4	0.011565	0.053883	0.88581	0.76205
chr1	85269277	85269534	1	0.122720	4	0.014294	0.003185	0.8889	0.76618
chr1	85269885	85269962	1	0.106028	2	0.32821	0.56531	0.65827	0.55224
chr1	85270337	85270409	1	0.108832	2	0.27863	0.54067	0.6869	0.57807
chr1	85276665	85276672	1	-0.106666	2	0.037918	0.15809	0.6745	0.78117
chr1	85297380	85297624	1	0.133714	2	0.037918	0.042302	0.96169	0.82798
chr1	85288582	85288584	1	-0.142406	2	0.27863	0.4575	0.65353	0.79594
